tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|ENLAY|Enel Societa Per Azioni Unsponsored ADR (Italy)|ARCA GLOBAL OTC|ARCA|40144|89|2025-12-29
OTC|ENLAY|Enel Societa Per Azioni Unsponsored ADR (Italy)|OTCN OTC LINK NQB IDQS|OTCN|28161|68|2025-12-29
OTC|ENLAY|Enel Societa Per Azioni Unsponsored ADR (Italy)|OTCX OTC LINK ECN ATS|OTCX|35451|89|2025-12-29
OTC|ENRT|Enertopia Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|4500|1|2025-12-29
OTC|ENTEF|ESE ENTMT INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|1360|8|2025-12-29
OTC|EONGY|E.ON SE Sponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|12008|59|2025-12-29
OTC|EONGY|E.ON SE Sponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|8398|43|2025-12-29
OTC|EONGY|E.ON SE Sponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|26876|102|2025-12-29
OTC|EPFCF|EVERYDAY PEOPLE FINL CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|11500|1|2025-12-29
OTC|EPOAY|EPIROC AKTIEBOLAG CL A American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|2782|24|2025-12-29
OTC|EPOAY|EPIROC AKTIEBOLAG CL A American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|7306|28|2025-12-29
OTC|EPOAY|EPIROC AKTIEBOLAG CL A American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|11300|67|2025-12-29
OTC|EQGPF|EQB Inc Common Shares|OTCX OTC LINK ECN ATS|OTCX|200|1|2025-12-29
OTC|EQMEF|Equity Metals Corporation  Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|1500|2|2025-12-29
OTC|EQTRF|Altamire Gold Corp Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|22500|4|2025-12-29
OTC|EQTRF|Altamire Gold Corp Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|5000|1|2025-12-29
OTC|EQUEY|Equatorial Energia S.A. Sponsored ADR (Brazil)|OTCN OTC LINK NQB IDQS|OTCN|600|2|2025-12-29
OTC|EQUEY|Equatorial Energia S.A. Sponsored ADR (Brazil)|OTCX OTC LINK ECN ATS|OTCX|2|1|2025-12-29
OTC|ERAO|Energy Resource Abundance  Common Stock|OTCN OTC LINK NQB IDQS|OTCN|328|1|2025-12-29
OTC|ERDCF|Erdene Resource Development Corporation Common Shares|ARCA GLOBAL OTC|ARCA|7535|8|2025-12-29
OTC|ERDCF|Erdene Resource Development Corporation Common Shares|OTCN OTC LINK NQB IDQS|OTCN|9918|26|2025-12-29
OTC|ERDCF|Erdene Resource Development Corporation Common Shares|OTCX OTC LINK ECN ATS|OTCX|26063|72|2025-12-29
OTC|ERLFF|Entree Resources Ltd. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|600|1|2025-12-29
OTC|ERNXY|Euronext NV American Depositary Receipts - Unsponsored (Netherlands)|OTCN OTC LINK NQB IDQS|OTCN|568|1|2025-12-29
OTC|ESAIY|EISAI CO LTD American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|32772|141|2025-12-29
OTC|ESAIY|EISAI CO LTD American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|11673|60|2025-12-29
OTC|ESAIY|EISAI CO LTD American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|25635|115|2025-12-29
OTC|ESAUF|ESGOLD CORP COM NEW (Canada)|OTCN OTC LINK NQB IDQS|OTCN|50|1|2025-12-29
OTC|ESAUF|ESGOLD CORP COM NEW (Canada)|OTCX OTC LINK ECN ATS|OTCX|200|1|2025-12-29
OTC|ESBS|ES Bancshares, Inc. (MD) Common Stock|ARCA GLOBAL OTC|ARCA|100|1|2025-12-29
OTC|ESBS|ES Bancshares, Inc. (MD) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|ESBS|ES Bancshares, Inc. (MD) Common Stock|OTCX OTC LINK ECN ATS|OTCX|700|3|2025-12-29
OTC|ESGH|ESG, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|535|2|2025-12-29
OTC|ESGLF|EnviroGold Global Limited Common Shares|OTCN OTC LINK NQB IDQS|OTCN|34500|2|2025-12-29
OTC|ESGOF|Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E|OTCX OTC LINK ECN ATS|OTCX|22752|19|2025-12-29
OTC|ESGRF|Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preferred Shares Series D|OTCX OTC LINK ECN ATS|OTCX|2177|13|2025-12-29
OTC|ESLOY|EssilorLuxottica American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|9917|179|2025-12-29
OTC|ESLOY|EssilorLuxottica American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|8178|133|2025-12-29
OTC|ESLOY|EssilorLuxottica American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|9536|228|2025-12-29
OTC|ESMC|ESCALON MED CORP Common Stock|ARCA GLOBAL OTC|ARCA|5000|1|2025-12-29
OTC|ESVIF|Ensign Energy Services Inc. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|125|2|2025-12-29
OTC|ESVIF|Ensign Energy Services Inc. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-29
OTC|ESYJY|easyJet PLC Sponsored ADR (United Kingdom)|ARCA GLOBAL OTC|ARCA|9200|7|2025-12-29
OTC|ESYJY|easyJet PLC Sponsored ADR (United Kingdom)|OTCN OTC LINK NQB IDQS|OTCN|8575|11|2025-12-29
OTC|ESYJY|easyJet PLC Sponsored ADR (United Kingdom)|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-29
OTC|ETCC|Environmental Tectonics Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|13|1|2025-12-29
OTC|ETCG|Grayscale Ethereum Classic Trust (ETC) Common Stock|ARCA GLOBAL OTC|ARCA|22077|143|2025-12-29
OTC|ETCG|Grayscale Ethereum Classic Trust (ETC) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|9339|55|2025-12-29
OTC|ETCG|Grayscale Ethereum Classic Trust (ETC) Common Stock|OTCX OTC LINK ECN ATS|OTCX|5334|33|2025-12-29
OTC|ETCMY|Eutelsat Communications SA Sponsored ADR (France)|OTCN OTC LINK NQB IDQS|OTCN|51795|12|2025-12-29
OTC|ETCMY|Eutelsat Communications SA Sponsored ADR (France)|OTCX OTC LINK ECN ATS|OTCX|1968|6|2025-12-29
OTC|ETUGF|E2Gold Inc. Common Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|10000|1|2025-12-29
OTC|EUBG|ENTREPRENEUR UNIVERSE BRIGHT GROUP Common Stock|OTCN OTC LINK NQB IDQS|OTCN|5437|2|2025-12-29
OTC|EUBG|ENTREPRENEUR UNIVERSE BRIGHT GROUP Common Stock|OTCX OTC LINK ECN ATS|OTCX|3000|1|2025-12-29
OTC|EUEMF|GRIT METALS CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|127|1|2025-12-29
OTC|EUSP|Eurosite Power Inc. COMMON|OTCN OTC LINK NQB IDQS|OTCN|20000|1|2025-12-29
OTC|EUUNF|AZARGA METALS CORP COM NEW Common Stock|OTCN OTC LINK NQB IDQS|OTCN|10000|1|2025-12-29
OTC|EVLLF|ENVIROMETAL TECHNOLOGIES INC Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|36000|3|2025-12-29
OTC|EVRC|Evercel, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|77154|5|2025-12-29
OTC|EVSV|Enviro-Serv, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|21000|1|2025-12-29
OTC|EVVTY|Evolution AB American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|15873|246|2025-12-29
OTC|EVVTY|Evolution AB American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|7944|108|2025-12-29
OTC|EVVTY|Evolution AB American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|16211|214|2025-12-29
OTC|EWGFF|EAT WELL INVT GROUP INC Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|6514|1|2025-12-29
OTC|EXCE|EXCO RES INC Com Par $|OTCX OTC LINK ECN ATS|OTCX|876|2|2025-12-29
OTC|EXETF|EXTENDICARE INC CDA COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|1200|4|2025-12-29
OTC|EXNRF|Excellon Resources Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|3500|4|2025-12-29
OTC|EXPGY|Experian Plc Sponsored ADR (UK)|ARCA GLOBAL OTC|ARCA|29247|164|2025-12-29
OTC|EXPGY|Experian Plc Sponsored ADR (UK)|OTCN OTC LINK NQB IDQS|OTCN|11522|103|2025-12-29
OTC|EXPGY|Experian Plc Sponsored ADR (UK)|OTCX OTC LINK ECN ATS|OTCX|23091|213|2025-12-29
OTC|EZES|Easy Environmental Solutions, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|304|4|2025-12-29
OTC|FANCF|FIRST ATLANTIC NICKEL CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|50000|5|2025-12-29
OTC|FANUY|Fanuc Corporation Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|26910|154|2025-12-29
OTC|FANUY|Fanuc Corporation Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|40319|229|2025-12-29
OTC|FANUY|Fanuc Corporation Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|31413|166|2025-12-29
OTC|FBEC|FBEC Worldwide, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|934230|3|2025-12-29
OTC|FBIP|FNB Bancorp, Inc. (Newtown, PA) Common Stock|OTCX OTC LINK ECN ATS|OTCX|15|1|2025-12-29
OTC|FBTT|First Bankers Trustshares, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|650|7|2025-12-29
OTC|FCCN|Spectral Capital Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|5100|11|2025-12-29
OTC|FCCN|Spectral Capital Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|2|1|2025-12-29
OTC|FCELB|FUELCELL ENERGY INC PFD PERP SER B|OTCN OTC LINK NQB IDQS|OTCN|2|1|2025-12-29
OTC|FCLIF|FULL CIRCLE LITHIUM CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|27500|2|2025-12-29
OTC|FCNCB|First Citizens BancShares, Inc. Common Stock, Class B|ARCA GLOBAL OTC|ARCA|48|4|2025-12-29
OTC|FCNCB|First Citizens BancShares, Inc. Common Stock, Class B|OTCN OTC LINK NQB IDQS|OTCN|51|8|2025-12-29
OTC|FCOB|1ST COLONIAL BANCORP INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|32200|22|2025-12-29
OTC|FCOB|1ST COLONIAL BANCORP INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|5660|52|2025-12-29
OTC|FCSMF|Focus Graphite, Inc. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|5300|4|2025-12-29
OTC|FCXXF|First Cap Real Estate Investment Trust Unit (Canada)|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-29
OTC|FDMIF|FOUNDERS METALS INC COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|300|3|2025-12-29
OTC|FDMIF|FOUNDERS METALS INC COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|400|1|2025-12-29
OTC|FDVA|FREEDOM FINL HLDGS INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|FDXTF|Fendx Technologies Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|180|1|2025-12-29
OTC|FECCF|Frontera Energy Corp Ordinary Shares|ARCA GLOBAL OTC|ARCA|100|1|2025-12-29
OTC|FECCF|Frontera Energy Corp Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|1800|5|2025-12-29
OTC|FECCF|Frontera Energy Corp Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|510|3|2025-12-29
OTC|FELTY|Fuji Electric Holdings Co Ltd Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|243|3|2025-12-29
OTC|FELTY|Fuji Electric Holdings Co Ltd Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|500|1|2025-12-29
OTC|FELTY|Fuji Electric Holdings Co Ltd Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|2700|5|2025-12-29
OTC|FFBB|FFB Bancorp Common Stock|OTCX OTC LINK ECN ATS|OTCX|40|1|2025-12-29
OTC|FFBW|FFBW INC MD COM (Maryland)|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|FFDF|FFD FINL CORP COM|ARCA GLOBAL OTC|ARCA|100|1|2025-12-29
OTC|FFMGF|First Mining Gold Corp. Ordinary Shares|ARCA GLOBAL OTC|ARCA|66750|5|2025-12-29
OTC|FFMGF|First Mining Gold Corp. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|411855|35|2025-12-29
OTC|FFMGF|First Mining Gold Corp. Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|706000|51|2025-12-29
OTC|FFMH|FIRST FMRS & MERCHANTS CORP CDT-SHS|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|FFUCF|F4 URANIUM CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|26530|2|2025-12-29
OTC|FFUCF|F4 URANIUM CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|250|2|2025-12-29
OTC|FFXDF|FAIRFAX INDIA HLDGS CORP Ordinary Shares Sub Voting (Canada)|OTCN OTC LINK NQB IDQS|OTCN|3994|12|2025-12-29
OTC|FFXDF|FAIRFAX INDIA HLDGS CORP Ordinary Shares Sub Voting (Canada)|OTCX OTC LINK ECN ATS|OTCX|800|5|2025-12-29
OTC|FFXXF|HELIOS FAIRFAX PARTNERS CORP Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-29
OTC|FGCO|Financial Gravity Companies, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|17000|3|2025-12-29
OTC|FGFH|FORESIGHT FINL GROUP INC CMT-COM|OTCN OTC LINK NQB IDQS|OTCN|7500|3|2025-12-29
OTC|FGFH|FORESIGHT FINL GROUP INC CMT-COM|OTCX OTC LINK ECN ATS|OTCX|18|1|2025-12-29
OTC|FGFI|First Greenwich Financial, Inc. Common Stock|ARCA GLOBAL OTC|ARCA|100|1|2025-12-29
OTC|FGLDF|Falcon Gold Corp Common Stock (Canada)|OTCN OTC LINK NQB IDQS|OTCN|5767|2|2025-12-29
OTC|FGPR|Ferrellgas Partners LP Unit New|OTCN OTC LINK NQB IDQS|OTCN|474|2|2025-12-29
OTC|FGPR|Ferrellgas Partners LP Unit New|OTCX OTC LINK ECN ATS|OTCX|10|1|2025-12-29
OTC|FILG|GRAYSCALE FILECOIN TR FIL SHS|ARCA GLOBAL OTC|ARCA|4602|48|2025-12-29
OTC|FILG|GRAYSCALE FILECOIN TR FIL SHS|OTCN OTC LINK NQB IDQS|OTCN|7991|45|2025-12-29
OTC|FILG|GRAYSCALE FILECOIN TR FIL SHS|OTCX OTC LINK ECN ATS|OTCX|2254|22|2025-12-29
OTC|FINGF|Finning Intl Inc Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|FINGF|Finning Intl Inc Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|200|2|2025-12-29
OTC|FINMY|Leonardo S.P.A. American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|97281|260|2025-12-29
OTC|FINMY|Leonardo S.P.A. American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|42651|135|2025-12-29
OTC|FINMY|Leonardo S.P.A. American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|32346|164|2025-12-29
OTC|FITY|Fifty 1 Labs, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|2837400|20|2025-12-29
OTC|FJIKY|FUJIKURA LTD American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|300|3|2025-12-29
OTC|FJIKY|FUJIKURA LTD American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|122|4|2025-12-29
OTC|FJTSY|Fujitsu Ltd ADR|ARCA GLOBAL OTC|ARCA|23633|170|2025-12-29
OTC|FJTSY|Fujitsu Ltd ADR|OTCN OTC LINK NQB IDQS|OTCN|8236|57|2025-12-29
OTC|FJTSY|Fujitsu Ltd ADR|OTCX OTC LINK ECN ATS|OTCX|14331|132|2025-12-29
OTC|FKYS|First Keystone Corp Common Stock|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|FLMCF|First Lithium Minerals Corp. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|10000|1|2025-12-29
OTC|FLYYQ|Spirit Aviation Holdings, Inc.|OTCN OTC LINK NQB IDQS|OTCN|3511|5|2025-12-29
OTC|FLYYQ|Spirit Aviation Holdings, Inc.|OTCX OTC LINK ECN ATS|OTCX|76411|8|2025-12-29
OTC|FMANF|Freeman Gold Corp. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|63500|7|2025-12-29
OTC|FMANF|Freeman Gold Corp. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|10000|1|2025-12-29
OTC|FMBL|FARMERS & MERCHANTS BK LONG BEACH CALIF COM|OTCN OTC LINK NQB IDQS|OTCN|17|15|2025-12-29
OTC|FMBL|FARMERS & MERCHANTS BK LONG BEACH CALIF COM|OTCX OTC LINK ECN ATS|OTCX|1|1|2025-12-29
OTC|FMBM|F & M Bank Corporation (Virginia) Common Stock|ARCA GLOBAL OTC|ARCA|200|2|2025-12-29
OTC|FMBM|F & M Bank Corporation (Virginia) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1351|8|2025-12-29
OTC|FMBM|F & M Bank Corporation (Virginia) Common Stock|OTCX OTC LINK ECN ATS|OTCX|288|3|2025-12-29
OTC|FMBN|Farmers and Merchants Bancshares, Inc. (IA) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|303|4|2025-12-29
OTC|FMCB|Farmers & Merchants Bancorp (Lodi, CA) Common Stock|ARCA GLOBAL OTC|ARCA|136|4|2025-12-29
OTC|FMCB|Farmers & Merchants Bancorp (Lodi, CA) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|121|8|2025-12-29
OTC|FMCB|Farmers & Merchants Bancorp (Lodi, CA) Common Stock|OTCX OTC LINK ECN ATS|OTCX|318|2|2025-12-29
OTC|FMCC|Federal Home Loan Mortgage Corporation Common Stock|ARCA GLOBAL OTC|ARCA|281292|1075|2025-12-29
OTC|FMCC|Federal Home Loan Mortgage Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|462051|1377|2025-12-29
OTC|FMCC|Federal Home Loan Mortgage Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|295241|1384|2025-12-29
OTC|FMCCH|Federal Home Loan Mortgage Corporation Preferred Stock|OTCN OTC LINK NQB IDQS|OTCN|4000|1|2025-12-29
OTC|FMCCI|Federal Home Loan Mortgage Corporation Preferred Stock|OTCN OTC LINK NQB IDQS|OTCN|1512|14|2025-12-29
OTC|FMCCJ|Federal Home Loan Mortgage Corporation Preferred Stock|OTCN OTC LINK NQB IDQS|OTCN|350|4|2025-12-29
OTC|FMCCK|Federal Home Loan Mortgage Corporation Preferred Stock|OTCN OTC LINK NQB IDQS|OTCN|6600|2|2025-12-29
OTC|FMCCM|Federal Home Loan Mortgage Corporation Preferred Stock|OTCN OTC LINK NQB IDQS|OTCN|464|1|2025-12-29
OTC|FMCCS|Federal Home Loan Mortgage Corporation Perp Pfd Var Rate|OTCN OTC LINK NQB IDQS|OTCN|8518|29|2025-12-29
OTC|FMCKI|Federal Home Loan Mortgage Corporation 6.55% Perpetual Preferred Series Y|OTCN OTC LINK NQB IDQS|OTCN|1700|5|2025-12-29
OTC|FMCKJ|Federal Home Loan Mortgage Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock|ARCA GLOBAL OTC|ARCA|14095|166|2025-12-29
OTC|FMCKJ|Federal Home Loan Mortgage Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock|OTCN OTC LINK NQB IDQS|OTCN|82106|223|2025-12-29
OTC|FMCKJ|Federal Home Loan Mortgage Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock|OTCX OTC LINK ECN ATS|OTCX|38826|201|2025-12-29
OTC|FMCKN|Federal Home Loan Mortgage Corporation Non Cum Perpetual Pfd|OTCN OTC LINK NQB IDQS|OTCN|21300|10|2025-12-29
OTC|FMCKN|Federal Home Loan Mortgage Corporation Non Cum Perpetual Pfd|OTCX OTC LINK ECN ATS|OTCX|4100|2|2025-12-29
OTC|FMCKP|Federal Home Loan Mortgage Corporation Federal Home Loan Mortgage Corporation 5.70% Pfd|OTCN OTC LINK NQB IDQS|OTCN|10|1|2025-12-29
OTC|FMCXF|Foran Mining Corp Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|400|2|2025-12-29
OTC|FMCXF|Foran Mining Corp Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|7278|34|2025-12-29
OTC|FMTOF|Femto Technologies Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|8|1|2025-12-29
OTC|FNBT|Finemark Holdings Inc Common Stock|ARCA GLOBAL OTC|ARCA|5843|8|2025-12-29
OTC|FNBT|Finemark Holdings Inc Common Stock|OTCN OTC LINK NQB IDQS|OTCN|14079|26|2025-12-29
OTC|FNBT|Finemark Holdings Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|2214|9|2025-12-29
OTC|FNCH|FINCH THERAPEUTICS GROUP INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|366|4|2025-12-29
OTC|FNCH|FINCH THERAPEUTICS GROUP INC Common Stock|OTCX OTC LINK ECN ATS|OTCX|950|5|2025-12-29
OTC|FNCJF|Fancamp Exploration Ltd Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|37000|2|2025-12-29
OTC|FNMA|Federal National Mortgage Association Common Stock|ARCA GLOBAL OTC|ARCA|419449|1645|2025-12-29
OTC|FNMA|Federal National Mortgage Association Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1314436|3115|2025-12-29
OTC|FNMA|Federal National Mortgage Association Common Stock|OTCX OTC LINK ECN ATS|OTCX|380725|1223|2025-12-29
OTC|FNMAH|Federal National Mortgage Association Non Cum Pfd Ser P|OTCN OTC LINK NQB IDQS|OTCN|5260|3|2025-12-29
OTC|FNMAI|Federal National Mortgage Association Non Cum Preferred Series Q|OTCN OTC LINK NQB IDQS|OTCN|200|2|2025-12-29
OTC|FNMAJ|Federal National Mortgage Association Fannie Mae 7.625% Non-Cumulative Preferred Stock Series R|OTCN OTC LINK NQB IDQS|OTCN|3275|20|2025-12-29
OTC|FNMAJ|Federal National Mortgage Association Fannie Mae 7.625% Non-Cumulative Preferred Stock Series R|OTCX OTC LINK ECN ATS|OTCX|4640|13|2025-12-29
OTC|FNMAL|Federal National Mortgage Association Preferred Series M|OTCN OTC LINK NQB IDQS|OTCN|2000|1|2025-12-29
OTC|FNMAL|Federal National Mortgage Association Preferred Series M|OTCX OTC LINK ECN ATS|OTCX|40|1|2025-12-29
OTC|FNMAM|Federal National Mortgage Association Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1001|2|2025-12-29
OTC|FNMAM|Federal National Mortgage Association Common Stock|OTCX OTC LINK ECN ATS|OTCX|45|2|2025-12-29
OTC|FNMAN|Federal National Mortgage Association Pfd Ser L 5.125%|OTCN OTC LINK NQB IDQS|OTCN|2681|4|2025-12-29
OTC|FNMAN|Federal National Mortgage Association Pfd Ser L 5.125%|OTCX OTC LINK ECN ATS|OTCX|200|1|2025-12-29
OTC|FNMAP|Federal National Mortgage Association Preferred Stock|OTCN OTC LINK NQB IDQS|OTCN|1500|2|2025-12-29
OTC|FNMAS|Federal National Mortgage Association Preferred Ser S|ARCA GLOBAL OTC|ARCA|92214|628|2025-12-29
OTC|FNMAS|Federal National Mortgage Association Preferred Ser S|OTCN OTC LINK NQB IDQS|OTCN|504680|1480|2025-12-29
OTC|FNMAS|Federal National Mortgage Association Preferred Ser S|OTCX OTC LINK ECN ATS|OTCX|258190|1087|2025-12-29
OTC|FNMAT|Federal National Mortgage Association Pfd Ser T|OTCN OTC LINK NQB IDQS|OTCN|20274|61|2025-12-29
OTC|FNMAT|Federal National Mortgage Association Pfd Ser T|OTCX OTC LINK ECN ATS|OTCX|2389|11|2025-12-29
OTC|FNMCF|FIRST NORDIC METALS CORP Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|7000|1|2025-12-29
OTC|FNMFN|Federal National Mortgage Association Pfd Ser O Var Rate|OTCN OTC LINK NQB IDQS|OTCN|300|4|2025-12-29
OTC|FNMFN|Federal National Mortgage Association Pfd Ser O Var Rate|OTCX OTC LINK ECN ATS|OTCX|4732|45|2025-12-29
OTC|FNRN|First Northern Community Bancorp Common Stock|OTCN OTC LINK NQB IDQS|OTCN|152|1|2025-12-29
OTC|FOJCY|Fortum OYJ Unsponsored ADR (Finland)|OTCN OTC LINK NQB IDQS|OTCN|4|1|2025-12-29
OTC|FOJCY|Fortum OYJ Unsponsored ADR (Finland)|OTCX OTC LINK ECN ATS|OTCX|178|1|2025-12-29
OTC|FOLGF|Falcon Oil & Gas Ltd Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|70000|3|2025-12-29
OTC|FORL|Four Leaf Acquisition Corporation Class A Common Stock|OTCN OTC LINK NQB IDQS|OTCN|3|2|2025-12-29
OTC|FORW|Forwardly, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-29
OTC|FOSYF|Forsys Metals Corp Common Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|12000|4|2025-12-29
OTC|FOTB|First Ottawa Bancshares Inc (Delaware) First Ottawa Bancshares Inc (DE)|OTCN OTC LINK NQB IDQS|OTCN|6|1|2025-12-29
OTC|FOXO|FOXO TECHNOLOGIES INC CL A PAR $0.0001 NEW AUG 2025|OTCN OTC LINK NQB IDQS|OTCN|3190181|35|2025-12-29
OTC|FOXO|FOXO TECHNOLOGIES INC CL A PAR $0.0001 NEW AUG 2025|OTCX OTC LINK ECN ATS|OTCX|94500|1|2025-12-29
OTC|FPAFY|First Pacific Co Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|5851|8|2025-12-29
OTC|FPAFY|First Pacific Co Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|63|4|2025-12-29
OTC|FPAY|FlexShopper, Inc. Com New|OTCX OTC LINK ECN ATS|OTCX|8471|5|2025-12-29
OTC|FPLSF|5N Plus Inc Common (Canada)|OTCX OTC LINK ECN ATS|OTCX|300|3|2025-12-29
OTC|FQVLF|First Quantum Minerals Ltd. Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|8304|28|2025-12-29
