tierDescription|issueSymbolIdentifier|issueName|marketParticipantName|MPID|totalWeeklyShareQuantity|totalWeeklyTradeCount|lastUpdateDate
OTC|CUPPF|Super Copper Corp Com (Canada)|OTCX OTC LINK ECN ATS|OTCX|1163|3|2025-12-22
OTC|CURLF|Curaleaf Hldgs Inc Common Shares|ARCA GLOBAL OTC|ARCA|3599|12|2025-12-22
OTC|CURLF|Curaleaf Hldgs Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|51755|119|2025-12-22
OTC|CURLF|Curaleaf Hldgs Inc Common Shares|OTCX OTC LINK ECN ATS|OTCX|100706|374|2025-12-22
OTC|CURN|Currency Exchange International Corporation Common Stock|ARCA GLOBAL OTC|ARCA|103|4|2025-12-22
OTC|CURN|Currency Exchange International Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|132|4|2025-12-22
OTC|CURN|Currency Exchange International Corporation Common Stock|OTCX OTC LINK ECN ATS|OTCX|5|2|2025-12-22
OTC|CVAT|Cavitation Technologies, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|180505|6|2025-12-22
OTC|CVAT|Cavitation Technologies, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|25000|1|2025-12-22
OTC|CVGRF|City View Green Holdings Inc Common Stock|OTCN OTC LINK NQB IDQS|OTCN|95100|14|2025-12-22
OTC|CVOSF|COVEO SOLUTIONS INC SUB VTG SHS (Canada)|OTCN OTC LINK NQB IDQS|OTCN|100|1|2025-12-22
OTC|CVSI|CV Sciences, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|12000|1|2025-12-22
OTC|CVVUF|CANALASKA URANIUM LTD NEW Ordinary Shares|ARCA GLOBAL OTC|ARCA|2500|1|2025-12-22
OTC|CVVUF|CANALASKA URANIUM LTD NEW Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|57212|15|2025-12-22
OTC|CVVUF|CANALASKA URANIUM LTD NEW Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|25938|14|2025-12-22
OTC|CWBHF|Charlottes Web Hldgs Inc  (Canada) Common Shares|OTCN OTC LINK NQB IDQS|OTCN|52563|5|2025-12-22
OTC|CWBHF|Charlottes Web Hldgs Inc  (Canada) Common Shares|OTCX OTC LINK ECN ATS|OTCX|1200|2|2025-12-22
OTC|CWGL|Crimson Wine Group Ltd. Common Stock|ARCA GLOBAL OTC|ARCA|5500|7|2025-12-22
OTC|CWGL|Crimson Wine Group Ltd. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|245|2|2025-12-22
OTC|CWLPF|Caldwell Partners International Inc. Common Shares (Canada)|ARCA GLOBAL OTC|ARCA|2000|1|2025-12-22
OTC|CWPE|CW Petroleum Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|18962|2|2025-12-22
OTC|CWPS|CONWEST PARTNERSHIP PART UNITS|OTCX OTC LINK ECN ATS|OTCX|73|1|2025-12-22
OTC|CWSFF|CIELO WASTE SOLUTIONS CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|336|3|2025-12-22
OTC|CWSFF|CIELO WASTE SOLUTIONS CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|5336|3|2025-12-22
OTC|CWSRF|CHARTWELL RETIREMENT RESIDENCES TR UNIT (Canada)|OTCN OTC LINK NQB IDQS|OTCN|10|1|2025-12-22
OTC|CWSRF|CHARTWELL RETIREMENT RESIDENCES TR UNIT (Canada)|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-22
OTC|CWYUF|SmartCentres Real Estate Investment Trust Unit|OTCN OTC LINK NQB IDQS|OTCN|1500|1|2025-12-22
OTC|CWYUF|SmartCentres Real Estate Investment Trust Unit|OTCX OTC LINK ECN ATS|OTCX|1100|5|2025-12-22
OTC|CXXIF|C21 Investments Inc Ordinary Shares (Canada)|ARCA GLOBAL OTC|ARCA|900|1|2025-12-22
OTC|CXXIF|C21 Investments Inc Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|40905|54|2025-12-22
OTC|CYATY|CONTEMPORARY AMPEREX TECHNOLOGY CO LTD UNSPONSORED ADR (China)|ARCA GLOBAL OTC|ARCA|20196|81|2025-12-22
OTC|CYATY|CONTEMPORARY AMPEREX TECHNOLOGY CO LTD UNSPONSORED ADR (China)|OTCN OTC LINK NQB IDQS|OTCN|28862|87|2025-12-22
OTC|CYATY|CONTEMPORARY AMPEREX TECHNOLOGY CO LTD UNSPONSORED ADR (China)|OTCX OTC LINK ECN ATS|OTCX|22346|100|2025-12-22
OTC|CYBCF|CYBEATS TECHNOLOGIES CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|8503|2|2025-12-22
OTC|CYBHF|CYBERCATCH HLDGS INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|3500|6|2025-12-22
OTC|CYBL|Cyberlux Corporation NEW Common Stock|OTCN OTC LINK NQB IDQS|OTCN|2183021|29|2025-12-22
OTC|CYBL|Cyberlux Corporation NEW Common Stock|OTCX OTC LINK ECN ATS|OTCX|1672|2|2025-12-22
OTC|CYDVF|CENTURY LITHIUM CORP Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|7650|2|2025-12-22
OTC|CYDVF|CENTURY LITHIUM CORP Ordinary Shares|OTCX OTC LINK ECN ATS|OTCX|3264|2|2025-12-22
OTC|CYDY|CytoDyn, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|767609|171|2025-12-22
OTC|CYDY|CytoDyn, Inc. Common Stock|OTCX OTC LINK ECN ATS|OTCX|49050|9|2025-12-22
OTC|CYIO|CYIOS Corporation Common Stock|OTCN OTC LINK NQB IDQS|OTCN|421400|5|2025-12-22
OTC|CYRBY|Cyrela Brazil Realty SA Sponsored ADR representing Ordinary Shares (Brazil)|ARCA GLOBAL OTC|ARCA|1666|28|2025-12-22
OTC|CYRBY|Cyrela Brazil Realty SA Sponsored ADR representing Ordinary Shares (Brazil)|OTCN OTC LINK NQB IDQS|OTCN|5371|26|2025-12-22
OTC|CYRBY|Cyrela Brazil Realty SA Sponsored ADR representing Ordinary Shares (Brazil)|OTCX OTC LINK ECN ATS|OTCX|4522|37|2025-12-22
OTC|CYTOF|Altamira Therapeutics Ltd. Shs Par $0.002 New (Bermuda)|OTCN OTC LINK NQB IDQS|OTCN|2650|2|2025-12-22
OTC|CYVF|CRYSTAL VY FINL CORP CMT-SHS|OTCN OTC LINK NQB IDQS|OTCN|19|3|2025-12-22
OTC|CZBC|Citizens Bancorp (Corvallis, OR) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|1100|6|2025-12-22
OTC|CZBS|Citizens Bancshares Corporation (GA) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|7192|26|2025-12-22
OTC|CZBS|Citizens Bancshares Corporation (GA) Common Stock|OTCX OTC LINK ECN ATS|OTCX|626|5|2025-12-22
OTC|CZMWY|Carl Zeiss Meditec AG Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|4745|25|2025-12-22
OTC|CZMWY|Carl Zeiss Meditec AG Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|304|4|2025-12-22
OTC|CZMWY|Carl Zeiss Meditec AG Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|1050|9|2025-12-22
OTC|CZNL|Citizens National Corporation (KY) Common Stock|OTCN OTC LINK NQB IDQS|OTCN|108|1|2025-12-22
OTC|DALXF|SPARTAN DELTA CORP Common Shares|OTCN OTC LINK NQB IDQS|OTCN|184|4|2025-12-22
OTC|DALXF|SPARTAN DELTA CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|2900|14|2025-12-22
OTC|DANOY|Danone Sponsored ADR (France)|ARCA GLOBAL OTC|ARCA|97009|257|2025-12-22
OTC|DANOY|Danone Sponsored ADR (France)|OTCN OTC LINK NQB IDQS|OTCN|56002|156|2025-12-22
OTC|DANOY|Danone Sponsored ADR (France)|OTCX OTC LINK ECN ATS|OTCX|79737|209|2025-12-22
OTC|DASTY|Dassault Systemes, S.A. American Depositary Shares|ARCA GLOBAL OTC|ARCA|66066|221|2025-12-22
OTC|DASTY|Dassault Systemes, S.A. American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|31082|165|2025-12-22
OTC|DASTY|Dassault Systemes, S.A. American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|32961|245|2025-12-22
OTC|DBCCF|Decibel Cannabis Co Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|4550|2|2025-12-22
OTC|DBLVF|Doubleview Gold Corp. Ordinary Shares|OTCN OTC LINK NQB IDQS|OTCN|20000|4|2025-12-22
OTC|DBMG|DBM Global Inc.  Common Stock|OTCX OTC LINK ECN ATS|OTCX|350|2|2025-12-22
OTC|DBMM|Digital Brand Media & Marketing Group, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|600000|2|2025-12-22
OTC|DBOEY|Deutsche Boerse Ag Unsponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|119044|401|2025-12-22
OTC|DBOEY|Deutsche Boerse Ag Unsponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|40396|167|2025-12-22
OTC|DBOEY|Deutsche Boerse Ag Unsponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|86108|389|2025-12-22
OTC|DBOXF|D Box Technologies Inc Ordinary Shares Class A (Canada)|OTCN OTC LINK NQB IDQS|OTCN|43500|3|2025-12-22
OTC|DBOXF|D Box Technologies Inc Ordinary Shares Class A (Canada)|OTCX OTC LINK ECN ATS|OTCX|3000|1|2025-12-22
OTC|DBSDY|Dbs Group Holdings Ltd Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|9161|134|2025-12-22
OTC|DBSDY|Dbs Group Holdings Ltd Ord American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|19440|213|2025-12-22
OTC|DBSDY|Dbs Group Holdings Ltd Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|12080|170|2025-12-22
OTC|DCMDF|DATA COMMUNICATIONS MGMT CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|200|2|2025-12-22
OTC|DCNNF|QUEST CRITICAL METALS INC COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|10000|1|2025-12-22
OTC|DCTIF|REGENERA INSIGHTS INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|37000|2|2025-12-22
OTC|DDDX|3DX Industries Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|103|2|2025-12-22
OTC|DDEJF|Dundee Corporation Class A Sub Voting Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|5400|9|2025-12-22
OTC|DDEJF|Dundee Corporation Class A Sub Voting Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-22
OTC|DDNFF|ADAMERA MINERALS CORP Common Shares|OTCX OTC LINK ECN ATS|OTCX|4000|2|2025-12-22
OTC|DDWWF|Dividend Growth Split Corp Cl A Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|1600|2|2025-12-22
OTC|DEFG|Grayscale Decentralized Finance (DeFi) Fund LLC Common Stock (Cayman Islands)|ARCA GLOBAL OTC|ARCA|499|8|2025-12-22
OTC|DEFG|Grayscale Decentralized Finance (DeFi) Fund LLC Common Stock (Cayman Islands)|OTCN OTC LINK NQB IDQS|OTCN|1310|10|2025-12-22
OTC|DELHY|DELIVERY HERO SE American Depositary Receipts - Unsponsored (Germany Federal Republic)|ARCA GLOBAL OTC|ARCA|78569|38|2025-12-22
OTC|DELHY|DELIVERY HERO SE American Depositary Receipts - Unsponsored (Germany Federal Republic)|OTCN OTC LINK NQB IDQS|OTCN|18725|14|2025-12-22
OTC|DELHY|DELIVERY HERO SE American Depositary Receipts - Unsponsored (Germany Federal Republic)|OTCX OTC LINK ECN ATS|OTCX|18073|29|2025-12-22
OTC|DELKY|Delek Group Ltd American Depositary Receipts - Unsponsored (Israel)|ARCA GLOBAL OTC|ARCA|5200|20|2025-12-22
OTC|DELKY|Delek Group Ltd American Depositary Receipts - Unsponsored (Israel)|OTCX OTC LINK ECN ATS|OTCX|1507|8|2025-12-22
OTC|DEMCF|Discovery Energy Metals Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|250|1|2025-12-22
OTC|DENI|Denali Bancorp Inc Common Stock|OTCN OTC LINK NQB IDQS|OTCN|200|2|2025-12-22
OTC|DENI|Denali Bancorp Inc Common Stock|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-22
OTC|DFKCY|Daifuku Co Ltd American Depositary Receipts - Unsponsored   Japan (JP)|ARCA GLOBAL OTC|ARCA|7030|35|2025-12-22
OTC|DFKCY|Daifuku Co Ltd American Depositary Receipts - Unsponsored   Japan (JP)|OTCN OTC LINK NQB IDQS|OTCN|8399|38|2025-12-22
OTC|DFKCY|Daifuku Co Ltd American Depositary Receipts - Unsponsored   Japan (JP)|OTCX OTC LINK ECN ATS|OTCX|19772|192|2025-12-22
OTC|DFMTF|Defense Metals Corp Common Shares  Canada (CA)|OTCN OTC LINK NQB IDQS|OTCN|14430|7|2025-12-22
OTC|DFMTF|Defense Metals Corp Common Shares  Canada (CA)|OTCX OTC LINK ECN ATS|OTCX|5300|4|2025-12-22
OTC|DFTC|Defentect Group, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|31640|6|2025-12-22
OTC|DGCMF|DIGITAL COMMODITIES INC Common Shares|OTCN OTC LINK NQB IDQS|OTCN|28000|2|2025-12-22
OTC|DGNMF|DIAGNAMED HLDGS CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|69220|6|2025-12-22
OTC|DGNMF|DIAGNAMED HLDGS CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|4700|1|2025-12-22
OTC|DGNOF|Diagnos, Inc. Common Shares|ARCA GLOBAL OTC|ARCA|9000|1|2025-12-22
OTC|DGNOF|Diagnos, Inc. Common Shares|OTCN OTC LINK NQB IDQS|OTCN|54490|8|2025-12-22
OTC|DHAI|DIH Holdings US, Inc. Class A Common Stock|OTCX OTC LINK ECN ATS|OTCX|358|11|2025-12-22
OTC|DHLGY|Deutsche Post AG Sponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|29790|188|2025-12-22
OTC|DHLGY|Deutsche Post AG Sponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|30093|214|2025-12-22
OTC|DHLGY|Deutsche Post AG Sponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|118447|560|2025-12-22
OTC|DIDIY|DiDi Global Inc. American Depositary Shares - Sponsored (Cayman Islands)|ARCA GLOBAL OTC|ARCA|6944818|14368|2025-12-22
OTC|DIDIY|DiDi Global Inc. American Depositary Shares - Sponsored (Cayman Islands)|OTCN OTC LINK NQB IDQS|OTCN|7016528|11024|2025-12-22
OTC|DIDIY|DiDi Global Inc. American Depositary Shares - Sponsored (Cayman Islands)|OTCX OTC LINK ECN ATS|OTCX|3599228|11058|2025-12-22
OTC|DIFTY|Daito Trust Construction Co Lt Sponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|26283|120|2025-12-22
OTC|DIFTY|Daito Trust Construction Co Lt Sponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|7889|44|2025-12-22
OTC|DIIBF|Dorel Industries, Inc. Class B Subordinate Voting Shares|OTCX OTC LINK ECN ATS|OTCX|200|1|2025-12-22
OTC|DIMC|DIMECO INC COM|OTCN OTC LINK NQB IDQS|OTCN|3753|8|2025-12-22
OTC|DIMC|DIMECO INC COM|OTCX OTC LINK ECN ATS|OTCX|7|2|2025-12-22
OTC|DKILY|Daikin Inds Ltd Unsponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|101223|585|2025-12-22
OTC|DKILY|Daikin Inds Ltd Unsponsored ADR (Japan)|OTCN OTC LINK NQB IDQS|OTCN|32011|206|2025-12-22
OTC|DKILY|Daikin Inds Ltd Unsponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|60244|505|2025-12-22
OTC|DKSC|Dakshidin Corporation Common Stock (NV)|OTCX OTC LINK ECN ATS|OTCX|20000|1|2025-12-22
OTC|DLAKY|Deutsche Lufthansa A G Sponsored ADR (Germany)|ARCA GLOBAL OTC|ARCA|47560|139|2025-12-22
OTC|DLAKY|Deutsche Lufthansa A G Sponsored ADR (Germany)|OTCN OTC LINK NQB IDQS|OTCN|10600|22|2025-12-22
OTC|DLAKY|Deutsche Lufthansa A G Sponsored ADR (Germany)|OTCX OTC LINK ECN ATS|OTCX|11596|67|2025-12-22
OTC|DLICY|Dai-ichi Life Holdings, Inc. American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|9719|37|2025-12-22
OTC|DLICY|Dai-ichi Life Holdings, Inc. American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|10377|64|2025-12-22
OTC|DLICY|Dai-ichi Life Holdings, Inc. American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|8707|44|2025-12-22
OTC|DLMAF|Dollarama, Inc. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|104|11|2025-12-22
OTC|DLMAF|Dollarama, Inc. Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|1000|8|2025-12-22
OTC|DMAN|Demand Brands, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|826129|2|2025-12-22
OTC|DMEHF|Desert Mtn Energy Corp Common Shares|OTCN OTC LINK NQB IDQS|OTCN|6600|1|2025-12-22
OTC|DMEHF|Desert Mtn Energy Corp Common Shares|OTCX OTC LINK ECN ATS|OTCX|1000|1|2025-12-22
OTC|DMGGF|DMG Blockchain Solutions Inc Ordinary Shares(Canada)|ARCA GLOBAL OTC|ARCA|54000|7|2025-12-22
OTC|DMGGF|DMG Blockchain Solutions Inc Ordinary Shares(Canada)|OTCN OTC LINK NQB IDQS|OTCN|120415|18|2025-12-22
OTC|DMGGF|DMG Blockchain Solutions Inc Ordinary Shares(Canada)|OTCX OTC LINK ECN ATS|OTCX|5300|3|2025-12-22
OTC|DMNIF|Damon Inc. Common Shares|OTCX OTC LINK ECN ATS|OTCX|2402|15|2025-12-22
OTC|DMXCF|DISTRICT METALS CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|6400|3|2025-12-22
OTC|DMXCF|DISTRICT METALS CORP COM (Canada)|OTCX OTC LINK ECN ATS|OTCX|2100|2|2025-12-22
OTC|DMYY|DMY SQUARED TECHNOLOGY GROUP INC CL A COM|OTCN OTC LINK NQB IDQS|OTCN|43244|62|2025-12-22
OTC|DMYY|DMY SQUARED TECHNOLOGY GROUP INC CL A COM|OTCX OTC LINK ECN ATS|OTCX|8913|19|2025-12-22
OTC|DMYYU|DMY SQUARED TECHNOLOGY GROUP INC UNIT 1 CL A COM & 1/2 WT EXP|OTCN OTC LINK NQB IDQS|OTCN|199|1|2025-12-22
OTC|DMYYW|DMY SQUARED TECHNOLOGY GROUP INC WT EXP|OTCN OTC LINK NQB IDQS|OTCN|7307|19|2025-12-22
OTC|DMYYW|DMY SQUARED TECHNOLOGY GROUP INC WT EXP|OTCX OTC LINK ECN ATS|OTCX|63|1|2025-12-22
OTC|DNBBY|DNB BK ASA American Depositary Receipts - Sponsored|ARCA GLOBAL OTC|ARCA|11713|58|2025-12-22
OTC|DNBBY|DNB BK ASA American Depositary Receipts - Sponsored|OTCN OTC LINK NQB IDQS|OTCN|3488|28|2025-12-22
OTC|DNBBY|DNB BK ASA American Depositary Receipts - Sponsored|OTCX OTC LINK ECN ATS|OTCX|7393|67|2025-12-22
OTC|DNCVF|Defiance Silver Corp. Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|202361|9|2025-12-22
OTC|DNKEY|Danske Bank A/S Bearer Shs Ord American Depositary Receipts - Sponsored (Denmark)|ARCA GLOBAL OTC|ARCA|29816|151|2025-12-22
OTC|DNKEY|Danske Bank A/S Bearer Shs Ord American Depositary Receipts - Sponsored (Denmark)|OTCN OTC LINK NQB IDQS|OTCN|28019|81|2025-12-22
OTC|DNKEY|Danske Bank A/S Bearer Shs Ord American Depositary Receipts - Sponsored (Denmark)|OTCX OTC LINK ECN ATS|OTCX|10631|70|2025-12-22
OTC|DNNGY|Orsted A/S American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|84119|236|2025-12-22
OTC|DNNGY|Orsted A/S American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|27519|143|2025-12-22
OTC|DNNGY|Orsted A/S American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|17822|161|2025-12-22
OTC|DNOPY|DINO POLSKA S A UNSPONSORED ADR (Poland)|OTCN OTC LINK NQB IDQS|OTCN|2100|13|2025-12-22
OTC|DNOPY|DINO POLSKA S A UNSPONSORED ADR (Poland)|OTCX OTC LINK ECN ATS|OTCX|688|10|2025-12-22
OTC|DNPLY|Dai Nippon Printing Limited Japan Sponsored ADR|ARCA GLOBAL OTC|ARCA|10370|44|2025-12-22
OTC|DNPLY|Dai Nippon Printing Limited Japan Sponsored ADR|OTCN OTC LINK NQB IDQS|OTCN|6247|44|2025-12-22
OTC|DNPLY|Dai Nippon Printing Limited Japan Sponsored ADR|OTCX OTC LINK ECN ATS|OTCX|709|8|2025-12-22
OTC|DNRSF|Denarius Metals Corp. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|30919|6|2025-12-22
OTC|DNRSF|Denarius Metals Corp. Common Stock|OTCX OTC LINK ECN ATS|OTCX|25080|4|2025-12-22
OTC|DNTUY|Dentsu Group Inc. American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|4230|26|2025-12-22
OTC|DNTUY|Dentsu Group Inc. American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|1300|12|2025-12-22
OTC|DNZOY|Denso Corp Ltd Ord American Depositary Shares|ARCA GLOBAL OTC|ARCA|44474|131|2025-12-22
OTC|DNZOY|Denso Corp Ltd Ord American Depositary Shares|OTCN OTC LINK NQB IDQS|OTCN|14695|58|2025-12-22
OTC|DNZOY|Denso Corp Ltd Ord American Depositary Shares|OTCX OTC LINK ECN ATS|OTCX|15749|94|2025-12-22
OTC|DOGP|Dogecoin Cash, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|50007|3|2025-12-22
OTC|DPMAY|Diploma Plc Unsponsored ADR (United Kingdom)|ARCA GLOBAL OTC|ARCA|11614|59|2025-12-22
OTC|DPMAY|Diploma Plc Unsponsored ADR (United Kingdom)|OTCN OTC LINK NQB IDQS|OTCN|152|2|2025-12-22
OTC|DPMAY|Diploma Plc Unsponsored ADR (United Kingdom)|OTCX OTC LINK ECN ATS|OTCX|2057|69|2025-12-22
OTC|DPMLF|DPM Metals, Inc Common Shares|ARCA GLOBAL OTC|ARCA|2166|15|2025-12-22
OTC|DPMLF|DPM Metals, Inc Common Shares|OTCN OTC LINK NQB IDQS|OTCN|4040|30|2025-12-22
OTC|DPMLF|DPM Metals, Inc Common Shares|OTCX OTC LINK ECN ATS|OTCX|13241|106|2025-12-22
OTC|DPUKY|Dominos Pizza UK and IRL Plc Unsponsored American Depository Receipt (United Kingdom)|OTCN OTC LINK NQB IDQS|OTCN|1001|2|2025-12-22
OTC|DQJCY|Pan Pac Intl Hldgs Corp American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|40444|153|2025-12-22
OTC|DQJCY|Pan Pac Intl Hldgs Corp American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|25972|93|2025-12-22
OTC|DQJCY|Pan Pac Intl Hldgs Corp American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|14162|105|2025-12-22
OTC|DREUF|Dream Industrial Real Estate Investment Trust Unit (Canada)|OTCN OTC LINK NQB IDQS|OTCN|591|6|2025-12-22
OTC|DREUF|Dream Industrial Real Estate Investment Trust Unit (Canada)|OTCX OTC LINK ECN ATS|OTCX|100|1|2025-12-22
OTC|DRMTY|DR. MARTENS PLC American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|4000|2|2025-12-22
OTC|DRNK|NoHo, Inc. Common Stock|OTCN OTC LINK NQB IDQS|OTCN|500000|1|2025-12-22
OTC|DRPRY|DR ING H C F PORSCHE AG American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|27664|46|2025-12-22
OTC|DRPRY|DR ING H C F PORSCHE AG American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|16178|21|2025-12-22
OTC|DRPRY|DR ING H C F PORSCHE AG American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|8141|14|2025-12-22
OTC|DRREF|DREAM RESIDENTIAL REAL ESTATE INVT TR UNIT (Canada)|OTCN OTC LINK NQB IDQS|OTCN|800|1|2025-12-22
OTC|DRRSF|Arianne Phosphate Inc Ordinary Shares (Canada)|OTCN OTC LINK NQB IDQS|OTCN|1500|1|2025-12-22
OTC|DRRSF|Arianne Phosphate Inc Ordinary Shares (Canada)|OTCX OTC LINK ECN ATS|OTCX|20500|7|2025-12-22
OTC|DRTTF|DIRTT ENVIRONMENTAL SOLUTIONS LTD COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|10050|2|2025-12-22
OTC|DRUNF|Dream Unlimited Corp Com CL A Sub Vtg New (Canada)|OTCX OTC LINK ECN ATS|OTCX|300|3|2025-12-22
OTC|DRYGF|DRYDEN GOLD CORP COM (Canada)|OTCN OTC LINK NQB IDQS|OTCN|16500|4|2025-12-22
OTC|DSBX|Dogwood State Bank  RALEIGH NC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|95886|450|2025-12-22
OTC|DSBX|Dogwood State Bank  RALEIGH NC Common Stock|OTCX OTC LINK ECN ATS|OTCX|49329|376|2025-12-22
OTC|DSCSY|Disco Corp American Depositary Receipts - Unsponsored (Japan)|ARCA GLOBAL OTC|ARCA|62199|405|2025-12-22
OTC|DSCSY|Disco Corp American Depositary Receipts - Unsponsored (Japan)|OTCN OTC LINK NQB IDQS|OTCN|23497|156|2025-12-22
OTC|DSCSY|Disco Corp American Depositary Receipts - Unsponsored (Japan)|OTCX OTC LINK ECN ATS|OTCX|73658|453|2025-12-22
OTC|DSDVY|DSV A/S American Depositary Receipts - Unsponsored|ARCA GLOBAL OTC|ARCA|51629|537|2025-12-22
OTC|DSDVY|DSV A/S American Depositary Receipts - Unsponsored|OTCN OTC LINK NQB IDQS|OTCN|20508|200|2025-12-22
OTC|DSDVY|DSV A/S American Depositary Receipts - Unsponsored|OTCX OTC LINK ECN ATS|OTCX|13282|159|2025-12-22
OTC|DSEEY|Daiwa Securities Group Inc Japan Ord Sponsored ADR (Japan)|ARCA GLOBAL OTC|ARCA|64|1|2025-12-22
OTC|DSEEY|Daiwa Securities Group Inc Japan Ord Sponsored ADR (Japan)|OTCX OTC LINK ECN ATS|OTCX|115|3|2025-12-22
OTC|DSFIY|DSM-FIRMENICH AG American Depositary Receipts - Sponsored (Switzerland)|ARCA GLOBAL OTC|ARCA|25814|51|2025-12-22
OTC|DSFIY|DSM-FIRMENICH AG American Depositary Receipts - Sponsored (Switzerland)|OTCN OTC LINK NQB IDQS|OTCN|18469|39|2025-12-22
OTC|DSFIY|DSM-FIRMENICH AG American Depositary Receipts - Sponsored (Switzerland)|OTCX OTC LINK ECN ATS|OTCX|1709|9|2025-12-22
OTC|DSHK|DRIVE SHACK INC Common Stock|OTCN OTC LINK NQB IDQS|OTCN|7579|3|2025-12-22
